ISSUE_ID,SENTIMENT,NEGATIVE,NEUTRAL,POSITIVE
11480,neutral,0.4911266981516169,0.8182623116631778,0.5088733018483831
11526,neutral,0.523352585742633,0.7282444325142791,0.476647414257367
11718,neg,0.6121243175956399,0.4259843084970949,0.38787568240436016
11773,pos,0.4875380258286469,0.12054043586445458,0.5124619741713531
11834,neutral,0.743248575414438,0.7323061802890103,0.256751424585562
11881,pos,0.2629314483471161,0.2869586520413423,0.7370685516528839
11978,neg,0.6972804151404175,0.3062193889570573,0.30271958485958245
12188,pos,0.31824712583688686,0.2148376249751138,0.6817528741631131
12298,pos,0.3925927455345405,0.18351515914052566,0.6074072544654595
12310,pos,0.271042065621959,0.10092030870543212,0.728957934378041
12357,neutral,0.46469572883229426,0.8077398933798546,0.5353042711677057
12834,neutral,0.526246155299381,0.7724342530311944,0.473753844700619
12867,neutral,0.27949511629870183,0.7973352315304904,0.7205048837012982
12989,neutral,0.5383056818118348,0.6406809076577298,0.46169431818816525
13382,pos,0.43672533357966514,0.37052685360592075,0.5632746664203349
13391,neutral,0.633241399500402,0.7521347745858522,0.366758600499598
13658,pos,0.2809376642317718,0.19184299607056796,0.7190623357682282
13977,neutral,0.6515055493985058,0.7838640416860202,0.3484944506014942
13997,neutral,0.541573259895959,0.8979062115534432,0.45842674010404105
14206,neutral,0.4557136576508509,0.6701127802669217,0.5442863423491491
14237,pos,0.34599803455676725,0.19795290190719983,0.6540019654432327
14371,pos,0.42951739760604457,0.16352240273338248,0.5704826023939554
14387,neg,0.5856548067789529,0.17887863654596328,0.41434519322104707
14571,neg,0.6294706218848293,0.000502059566121075,0.3705293781151707
14704,neutral,0.42504949381922885,0.6785075405036829,0.5749505061807711
14849,neutral,0.6278630679348438,0.7963052560104155,0.3721369320651562
14921,neg,0.5917204600967074,0.3441545885627592,0.4082795399032926
15073,neg,0.5647077063998671,0.47687599984087203,0.43529229360013283
15084,neg,0.5163158332525006,0.2362562396116394,0.48368416674749937
15330,neutral,0.756852493354746,0.6736092141818305,0.24314750664525392
15560,neg,0.611547190621429,0.30045697638485264,0.38845280937857096
15698,neg,0.5485676681274962,0.20534027978024147,0.45143233187250376
15793,neg,0.6101887837446252,0.23695493638741924,0.38981121625537485
15801,neg,0.7833688691853905,0.33455819258690966,0.21663113081460947
15893,neg,0.5481945726996886,0.00789402059438853,0.4518054273003114
15914,pos,0.46965408073857573,0.11941426199741136,0.5303459192614243
16633,neutral,0.5719284474668639,0.9242329787441618,0.4280715525331361
16677,neutral,0.43446428610177235,0.5157852632410893,0.5655357138982277
16908,neg,0.711571930512861,0.23298994526096176,0.28842806948713895
16927,pos,0.48660032422032906,0.34905004980603155,0.5133996757796709
17369,pos,0.4976283165310895,0.31583638675829445,0.5023716834689105
17394,pos,0.48914905901265493,0.03809161285400813,0.5108509409873451
17727,pos,0.407424178176072,0.4071743053675267,0.592575821823928
17895,pos,0.407424178176072,0.4071743053675267,0.592575821823928
17964,neg,0.5010472938784549,0.4559268702647725,0.49895270612154513
18020,neutral,0.47585207298774623,0.5950890614040548,0.5241479270122538
18037,neutral,0.7276329544226958,0.8680734050963416,0.2723670455773042
18059,neutral,0.566428374675788,0.8785013056547216,0.433571625324212
18121,neutral,0.7402928768921371,0.6556289677400385,0.2597071231078629
18301,neutral,0.6720060052548993,0.7159520172206605,0.32799399474510077
18707,neg,0.6451177240989765,0.33838708749343277,0.35488227590102345
18736,neg,0.5939878418218455,0.3352116018988771,0.4060121581781545
18885,pos,0.2969402912399136,0.3504939252893564,0.7030597087600864
19241,neg,0.5191657561696188,0.30088049466524597,0.48083424383038115
19423,pos,0.44630303479008315,0.37641152150767443,0.5536969652099168
19722,neg,0.5205789200167359,0.23146011477911077,0.47942107998326416
19905,neg,0.7875791004014001,0.1954378064228147,0.21242089959859992
19946,pos,0.26566194790711783,0.35186180688998014,0.7343380520928822
20061,pos,0.46511830833261003,0.4959598464935107,0.53488169166739
20237,neg,0.506635994859998,0.38588764740538734,0.493364005140002
20258,pos,0.4165930250298424,0.17798658265686573,0.5834069749701576
20296,neutral,0.5623416750425818,0.8172074357810631,0.43765832495741824
20625,neutral,0.46836596806432973,0.8408130947687974,0.5316340319356703
20729,neg,0.593636690809239,0.07777463307014316,0.4063633091907611
20748,neutral,0.4437295682590463,0.8158644330344557,0.5562704317409537
20803,pos,0.45919154202435464,0.11575198311554258,0.5408084579756454
20905,neutral,0.6970267829118115,0.7323849456101174,0.3029732170881885
20927,neg,0.6654121389253917,0.4289121261090065,0.3345878610746083
20954,pos,0.47201837150244963,0.18262159834435146,0.5279816284975504
20968,neutral,0.4489748824298003,0.8305517229501612,0.5510251175701997
21128,pos,0.3286728363291759,0.3980962568138491,0.6713271636708241
21977,neg,0.624836342062123,0.3388712386251062,0.375163657937877
22097,neg,0.5025349544903883,0.42437680794564,0.49746504550961174
22447,pos,0.42295629981984373,0.476906773193136,0.5770437001801563
22691,pos,0.4007898642353128,0.30213519008847906,0.5992101357646872
22766,neg,0.5145619338257494,0.2726036969090942,0.4854380661742506
23248,neutral,0.5105370037160752,0.516006724157812,0.48946299628392476
23357,neg,0.6523204932757215,0.25720881135924856,0.3476795067242785
23492,neg,0.5475112459478615,0.37212668474813504,0.4524887540521385
23562,neg,0.6693005311723492,0.23685216283376365,0.33069946882765083
23785,neg,0.6675253317499562,0.23453376664381795,0.3324746682500438
23837,neutral,0.6752250829090269,0.8653320414562367,0.32477491709097306
24246,neg,0.6408506737941293,0.25250615800094944,0.3591493262058707
24531,neutral,0.5067655537590967,0.9721130343317094,0.4932344462409033
24867,neg,0.6551753149402656,0.24970935345532708,0.3448246850597344
24937,neutral,0.49251313166349764,0.6612577094719252,0.5074868683365024
25612,neg,0.8420750619651685,0.17478439939618926,0.15792493803483157
26184,neutral,0.6259496525606383,0.5950890614040548,0.3740503474393617
26551,neutral,0.654968442061089,0.6266115215461691,0.34503155793891105
26572,neg,0.5377305152029103,0.3578072668400127,0.46226948479708974
26594,neutral,0.46181175755556947,0.76540755471228,0.5381882424444305
27430,pos,0.3884488055112655,0.24199182982573875,0.6115511944887345
27475,pos,0.43192303123405207,0.16345387614439963,0.5680769687659479
27656,pos,0.4067620713293518,0.3556158480008614,0.5932379286706482
27659,neutral,0.5167280654494513,0.508175432675042,0.4832719345505488
27962,neutral,0.5833902950037985,0.6093445966058577,0.41660970499620154
28310,neutral,0.49833265645419644,0.743593237454128,0.5016673435458036
28313,pos,0.48479206342618,0.25521510023734434,0.51520793657382
28338,neutral,0.4289673995380914,0.5950890614040548,0.5710326004619086
28741,neutral,0.6432910844397127,0.735141447967214,0.3567089155602873
28865,neg,0.5029153264294675,0.47112698849737583,0.4970846735705326
29014,pos,0.46697149884611344,0.33500649285716405,0.5330285011538866
29161,neutral,0.5941156676715742,0.5155323782536376,0.40588433232842575
29351,neg,0.5312216684182044,0.43055911268380753,0.4687783315817956
29394,pos,0.4734164598069839,0.1783769601115358,0.5265835401930161
29404,neutral,0.5059817187966519,0.6454694710442382,0.4940182812033481
29492,neg,0.7644259704847421,0.33492006017319426,0.23557402951525785
29936,neg,0.6853375561437496,0.17917083533495892,0.3146624438562505
30436,neg,0.7760005291647534,0.39730793596022856,0.22399947083524663
30705,neutral,0.582506465963552,0.7204320216262725,0.41749353403644796
31064,neutral,0.4776728128464739,0.5687956481037625,0.5223271871535261
31087,pos,0.45496487771411565,0.3980962568138491,0.5450351222858844
31191,neg,0.7996343287736811,0.35069931527215653,0.20036567122631893
31347,neutral,0.6376072531630438,0.6152180134757933,0.3623927468369562
31554,neg,0.6615164007660566,0.49555266892752453,0.33848359923394344
31813,neutral,0.6218108014870083,0.6225023483043329,0.37818919851299165
31936,neutral,0.6218108014870083,0.6225023483043329,0.37818919851299165
32084,neutral,0.6218108014870083,0.6225023483043329,0.37818919851299165
32125,neutral,0.32423412784360606,0.8840422018013686,0.6757658721563939
32383,neutral,0.6218108014870083,0.6225023483043329,0.37818919851299165
33026,neutral,0.6218108014870083,0.6225023483043329,0.37818919851299165
33049,neutral,0.45556330516642185,0.6646186244527349,0.5444366948335781
33117,neg,0.5600258597032794,0.34871792615182745,0.43997414029672055
33144,neutral,0.6218108014870083,0.6225023483043329,0.37818919851299165
33264,neutral,0.626116751668783,0.7403722105568922,0.373883248331217
33497,neutral,0.6218108014870083,0.6225023483043329,0.37818919851299165
33755,neutral,0.48517319319812346,0.624422115362592,0.5148268068018765
33812,neg,0.53990997521483,0.3575942088481121,0.46009002478517
33963,neutral,0.626116751668783,0.7403722105568922,0.373883248331217
33984,pos,0.48331341322130406,0.4522788725404357,0.5166865867786959
34194,pos,0.44871487771411567,0.3980962568138491,0.5512851222858843
34239,neg,0.5507332206360209,0.4571060925526078,0.44926677936397913
34335,pos,0.45250921260101873,0.4600611087593227,0.5474907873989813
34486,pos,0.38825387168812164,0.21191347446342293,0.6117461283118784
34559,pos,0.4820893263039535,0.16395027618830685,0.5179106736960465
34779,neutral,0.4521730237887349,0.5433440361030002,0.5478269762112651
35079,neutral,0.3138432070212631,0.6753899745223233,0.6861567929787369
35420,neutral,0.56522893008306,0.6287419424927876,0.43477106991694003
36048,neg,0.5204832559970384,0.2644957307225091,0.4795167440029616
36052,neg,0.5076970418004092,0.4931260074952808,0.49230295819959086
36205,neg,0.6571938336759668,0.4460883332204655,0.34280616632403316
36376,neg,0.6917556183837598,0.15116012732673126,0.30824438161624024
36622,neutral,0.6239268368636801,0.5950890614040548,0.3760731631363199
36623,pos,0.4423071456024382,0.06810746538481542,0.5576928543975618
36717,neutral,0.3671261992634346,0.5023907751097548,0.6328738007365654
36911,neutral,0.4151211831426568,0.5202358225991514,0.5848788168573432
37179,neutral,0.5530671430990454,0.7953049144386899,0.44693285690095463
37251,neutral,0.652747367774408,0.5539502058479164,0.347252632225592
37398,neutral,0.42857234444696424,0.529796769949202,0.5714276555530358
37778,neutral,0.3866599558145072,0.927198344126862,0.6133400441854928
37860,pos,0.49818726602042207,0.14446791553816596,0.5018127339795779
37992,neutral,0.5266217997103007,0.6754198929535186,0.4733782002896994
38291,neg,0.730757677041187,0.30023629863850587,0.269242322958813
38439,neutral,0.49467200882300744,0.848563660769817,0.5053279911769926
38592,neutral,0.4167146411969991,0.6612577094719252,0.5832853588030009
38797,pos,0.48551229007640706,0.4854907549198388,0.5144877099235929
38950,neg,0.6265631924204922,0.2790661083515312,0.37343680757950776
39032,neutral,0.42455472715392384,0.5120548095155704,0.5754452728460762
40844,neg,0.6906206688266237,0.3006372298368542,0.30937933117337635
41140,pos,0.37290331109534103,0.23994069015082134,0.627096688904659
41195,pos,0.2999694529367669,0.2885762026180732,0.7000305470632331
41306,neutral,0.4144657601461367,0.899981457082728,0.5855342398538633
41962,neg,0.5202128660052701,0.3030738515971939,0.47978713399472994
42086,pos,0.2566230172767757,0.49477457577980294,0.7433769827232243
42670,neutral,0.374960938359452,0.5442100492253056,0.625039061640548
43512,neg,0.5224924562865176,0.06936289160651987,0.47750754371348236
43983,neutral,0.6289368002750445,0.7848278690095004,0.3710631997249555
44105,neutral,0.6060244345479328,0.7849293685430133,0.39397556545206724
44873,neg,0.6246597124322169,0.25228054582715276,0.37534028756778315
44952,neg,0.526750453584237,0.25664373828042536,0.473249546415763
44965,neg,0.7377907849191012,0.3122969503756695,0.26220921508089884
45050,neg,0.5774754687933061,0.467186906231513,0.42252453120669387
45250,neg,0.5724557008471738,0.2498149681480293,0.42754429915282627
45473,neutral,0.45366657840232816,0.6388101690569447,0.5463334215976718
45651,neutral,0.3194483151580856,0.6214472763660336,0.6805516848419144
45835,neutral,0.3986870230780202,0.7040390175772049,0.6013129769219798
45877,neutral,0.3836812139911011,0.8061053630161159,0.6163187860088989
45983,neg,0.6541215477309381,0.3953709284614609,0.34587845226906183
46068,neg,0.5223692909135819,0.37588128262154646,0.47763070908641814
46121,neutral,0.2666791701119946,0.734689009235537,0.7333208298880054
46218,neutral,0.4893069092050578,0.760380625764983,0.5106930907949422
46309,neutral,0.49404266671849584,0.5950890614040548,0.5059573332815042
46878,pos,0.4872094192077834,0.1662948128064749,0.5127905807922166
46942,neg,0.6338677669307569,0.48315074428172067,0.3661322330692431
46997,pos,0.2911368647975279,0.28198031864151635,0.7088631352024721
47248,neutral,0.5085653682133656,0.6612577094719252,0.4914346317866344
47855,pos,0.23703955050067282,0.04775710975981103,0.7629604494993272
48034,neg,0.5464156823842449,0.22356988260832786,0.45358431761575513
48151,neg,0.5647077063998672,0.3962679295876077,0.4352922936001328
48779,pos,0.467291643927197,0.19107283243427317,0.532708356072803
48875,pos,0.3261654467529578,0.14470077772187664,0.6738345532470422
48885,neutral,0.7206810698724068,0.5473919476555612,0.27931893012759323
49357,neutral,0.5321020895077904,0.5950890614040548,0.46789791049220963
49361,neutral,0.5954554541297516,0.8333542216268831,0.4045445458702484
49721,pos,0.3689628970507781,0.3490409796220815,0.6310371029492219
49893,pos,0.3394047399872401,0.36606761590056586,0.6605952600127599
50449,neg,0.7059747695157005,0.39005028692044036,0.2940252304842995
50483,pos,0.26786341147318016,0.22787228485825217,0.7321365885268198
50490,neutral,0.3899420774334179,0.5915774647127272,0.6100579225665821
50889,neg,0.6545649508214444,0.4019858906467714,0.34543504917855555
51694,neg,0.6249086364240068,0.33554546227827875,0.3750913635759931
51837,neg,0.6540144238809593,0.10196403719982865,0.34598557611904074
51981,neutral,0.8218602472384353,0.5516650211205892,0.1781397527615647
52102,neutral,0.665775581306092,0.534969099162753,0.33422441869390795
52309,neutral,0.25417773988699666,0.5967471099056416,0.7458222601130033
52597,pos,0.36606456261898546,0.418195731970433,0.6339354373810145
52716,neutral,0.43148728528218605,0.6295907347754054,0.568512714717814
53257,neutral,0.48752837044498587,0.5272852021720139,0.5124716295550141
53284,neutral,0.5372372529447043,0.5514530699029657,0.4627627470552957
53769,neg,0.5027212048053691,0.2728883701646504,0.4972787951946309
53882,pos,0.18080664046957162,0.2630929986803338,0.8191933595304284
54763,neg,0.5010472938784549,0.4559268702647725,0.49895270612154513
56124,neutral,0.8594903347885177,0.7033677375532797,0.14050966521148228
56246,neutral,0.6235533246117265,0.5749460668354084,0.3764466753882735
56598,pos,0.41095318348252774,0.1333842018920055,0.5890468165174723
56783,neg,0.746398431152263,0.4028007424217758,0.253601568847737
57081,neutral,0.5167280654494513,0.508175432675042,0.4832719345505488
57099,neutral,0.643861686362494,0.8755763931823042,0.3561383136375061
57161,neutral,0.6375909281130873,0.682607504183815,0.36240907188691274
57170,neutral,0.3511215756952264,0.596305327016742,0.6488784243047736
57286,neg,0.508109103046343,0.3681853870992971,0.49189089695365695
57316,neutral,0.4002762715238053,0.6672974511823266,0.5997237284761947
57398,neg,0.7606087165419851,0.3361098750996918,0.2393912834580149
57772,neutral,0.5465211805126421,0.6895165963293878,0.4534788194873579
58251,neutral,0.5464130638180655,0.7972322696271266,0.45358693618193446
58473,neutral,0.4858971734288866,0.7701365816102387,0.5141028265711134
58484,neutral,0.5405628712038464,0.5601440158190392,0.4594371287961536
58537,neg,0.6144211212789832,0.3842919860847294,0.38557887872101687
58715,neg,0.5507332206360209,0.4571060925526078,0.44926677936397913
58727,neutral,0.4275346596695112,0.5487246752142678,0.5724653403304888
58767,neutral,0.7481785598054818,0.7705523416463781,0.25182144019451824
58874,neutral,0.49638636161702,0.8313430733136866,0.50361363838298
58877,neg,0.7960524250377652,0.1686635729846261,0.20394757496223487
59054,neg,0.5805656219870451,0.3581104580011408,0.4194343780129549
59257,pos,0.4454461967202177,0.47210188068135106,0.5545538032797823
59275,neutral,0.6559587310070014,0.5384095800715762,0.34404126899299853
59616,neutral,0.763318514212125,0.8221393910186855,0.23668148578787498
60022,neutral,0.5755268313732766,0.8259677449416145,0.4244731686267234
60192,neutral,0.4580655044793319,0.9566587096093236,0.5419344955206681
60217,neutral,0.5363114690039557,0.7915411068547652,0.4636885309960443
60365,neutral,0.46844758165235556,0.6872691513603096,0.5315524183476444
60566,neutral,0.6183037117139609,0.6525694266115291,0.38169628828603913
60669,neutral,0.5785811052378992,0.7493730356882106,0.4214188947621008
60790,neutral,0.611274091715688,0.5225935369314391,0.3887259082843119
60817,neg,0.7042948218946614,0.35901861123994366,0.2957051781053386
60912,neutral,0.38485691395916133,0.6185894157416483,0.6151430860408387
60965,neg,0.5845967573771689,0.39286706915940317,0.41540324262283107
61104,neg,0.6546963738874427,0.26690664736617226,0.3453036261125572
61118,neg,0.7125047910647699,0.24444690629782995,0.28749520893523
61272,neg,0.5626322620834201,0.16623219330703437,0.43736773791657996
61559,neg,0.7568152702370745,0.17788796897113754,0.2431847297629255
61660,neutral,0.7071965010155479,0.9321414500796741,0.29280349898445207
61898,neutral,0.5668954353823232,0.6054100937977948,0.4331045646176768
61974,neutral,0.5668954353823232,0.6054100937977948,0.4331045646176768
62753,pos,0.40176463218030245,0.3997851681533713,0.5982353678196975
62999,neg,0.5599942560378446,0.3394733881318903,0.44000574396215536
63070,neutral,0.6082835039401432,0.5410030569267307,0.3917164960598568
63697,pos,0.12086311808372618,0.18700946027334542,0.8791368819162738
63758,neg,0.5541147392702594,0.33713897185269975,0.44588526072974055
63811,neutral,0.45095521630706514,0.7047802427603145,0.5490447836929349
64082,neutral,0.5675037891125898,0.6630926014064498,0.43249621088741014
64300,neutral,0.5394494696489205,0.6535457544152942,0.46055053035107946
64316,neutral,0.6605939267354387,0.6706259096190886,0.3394060732645613
64407,neutral,0.605392203419617,0.7554352453808416,0.39460779658038303
64751,neg,0.501332606044475,0.39332291728040064,0.49866739395552495
65088,neutral,0.5870134164400099,0.6056363189030877,0.4129865835599901
65661,pos,0.40642208475161024,0.4517931031684815,0.5935779152483898
65869,neutral,0.48027598480289935,0.9073703086682858,0.5197240151971007
67087,neutral,0.47585207298774623,0.5950890614040548,0.5241479270122538
67301,pos,0.2831622479639029,0.17047330337622313,0.7168377520360971
68066,neg,0.7282824437721133,0.20971239103947126,0.27171755622788674
68136,neutral,0.3814456562401106,0.8634298437813515,0.6185543437598894
68254,pos,0.49024704610546077,0.3786273587273723,0.5097529538945392
68305,neutral,0.3123855936049448,0.5442986742322337,0.6876144063950552
68539,neg,0.537635045323708,0.18618658738550087,0.4623649546762921
69146,neutral,0.6296626614786581,0.6397822834597268,0.3703373385213419
69716,neg,0.8351026024074804,0.1764160940829744,0.1648973975925197
70014,pos,0.46648815367245033,0.13563170873633593,0.5335118463275497
70122,pos,0.4543581503819595,0.3849039675786307,0.5456418496180405
70265,pos,0.3075874049844297,0.20332483294786138,0.6924125950155703
70304,neg,0.5110950708361148,0.17614297896196177,0.48890492916388517
70682,neutral,0.5533504246650189,0.8415095007349613,0.4466495753349811
71085,neutral,0.48102153813343307,0.8079228656762053,0.5189784618665669
71224,neutral,0.5664253072258076,0.5945275959389469,0.43357469277419236
71371,neutral,0.27147772017388483,0.9058717016266243,0.7285222798261152
71565,neutral,0.5873264775795115,0.6880748921270415,0.41267352242048844
72474,neutral,0.5266024220065921,0.5968765166641311,0.4733975779934079
73133,neutral,0.47585207298774623,0.5950890614040548,0.5241479270122538
73230,pos,0.42453275749117936,0.2794828128262699,0.5754672425088206
73415,pos,0.45496487771411565,0.3980962568138491,0.5450351222858844
73717,pos,0.45496487771411565,0.3980962568138491,0.5450351222858844
73819,pos,0.2847056484821471,0.23372215741492638,0.7152943515178529
73977,neutral,0.6610231629818502,0.75782531753603,0.3389768370181498
74032,pos,0.3782089830435227,0.18544075000557272,0.6217910169564773
74046,pos,0.4354399397041957,0.2185874945017502,0.5645600602958043
74301,pos,0.3378124299364541,0.4465702071356224,0.6621875700635459
74448,neg,0.6518817797515116,0.2115452326334002,0.3481182202484884
74491,neutral,0.509061240041431,0.843646303225419,0.49093875995856895
75082,neg,0.5443499444261211,0.25673309671798045,0.45565005557387894
75121,neutral,0.5192533540066869,0.7274746568070339,0.48074664599331307
75490,pos,0.4042877422487752,0.17561208068587242,0.5957122577512248
75638,pos,0.48005852175733965,0.26257828356729024,0.5199414782426603
75762,pos,0.4219180097871893,0.1915397528701297,0.5780819902128107
75901,neutral,0.4372027495000145,0.7540757904104615,0.5627972504999855
76244,neutral,0.46221124192394747,0.8159928864772895,0.5377887580760525
76385,pos,0.3583737316007115,0.23418758341524393,0.6416262683992885
76425,neutral,0.6277230224855845,0.8127947118221645,0.37227697751441546
76494,neutral,0.4900503812455408,0.7292554298456347,0.5099496187544592
76631,neg,0.611844423123963,0.4522945047345937,0.388155576876037
76643,neutral,0.4900503812455408,0.7292554298456347,0.5099496187544592
77011,neutral,0.45184392486726765,0.5564193648586397,0.5481560751327323
77185,neutral,0.45184392486726765,0.5564193648586397,0.5481560751327323
77424,neutral,0.5434191119396534,0.5270194943843706,0.45658088806034663
77769,neg,0.6640825597860316,0.29052566922949574,0.33591744021396835
77849,neutral,0.6072020064604687,0.5350343364125819,0.39279799353953126
78211,neutral,0.456327723459234,0.7068330230346737,0.543672276540766
78329,neg,0.5321148288690305,0.39534737852675916,0.46788517113096945
78759,pos,0.3802627084268646,0.35898264566086197,0.6197372915731354
78973,neutral,0.48703152061307897,0.561993690011176,0.512968479386921
79211,pos,0.337494804278594,0.383632074296836,0.662505195721406
79309,neutral,0.4651728128464738,0.589808715277066,0.5348271871535262
79349,neutral,0.4651728128464738,0.589808715277066,0.5348271871535262
80577,neutral,0.6588729116615984,0.585212248869948,0.34112708833840155
80738,neg,0.5847963661044792,0.16044904646272815,0.41520363389552084
80768,neutral,0.4031520063341145,0.9384470153076006,0.5968479936658855
80924,pos,0.45500657392994537,0.15757382079364712,0.5449934260700546
81122,neutral,0.4317267224288248,0.8060142812907479,0.5682732775711752
81230,neutral,0.48408643916747374,0.9129255336985677,0.5159135608325263
81302,neutral,0.5395573664259107,0.8097996437663731,0.4604426335740893
